instance reducer rep algorithm time dynamic heuristic queue reduction polynomials monomials degree sreductions zeroreductions
cyclicn4 F4 18 static 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
katsuran6 classical 6 caboara-perry 0.69 0.48 0.33 0.04 0.14 23 593 6 72 49
katsuran5 F4 22 perturbation 0.08 0.05 0.04 0.00 0.02 13 168 5 219 49
katsuran5 classical 10 static 0.03 0.00 0.00 0.00 0.02 13 168 5 31 18
katsuran5 classical 20 perturbation 0.11 0.08 0.07 0.00 0.02 13 168 5 31 18
katsuranh6 classical 25 perturbation 0.30 0.18 0.15 0.01 0.10 22 528 6 70 48
cyclicn4 classical 2 static 0.04 0.00 0.00 0.01 0.00 7 30 6 12 5
katsuranh5 classical 26 perturbation 0.15 0.11 0.10 0.00 0.02 13 168 5 31 18
katsuranh6 F4 9 perturbation 0.45 0.21 0.20 0.01 0.19 22 528 6 537 123
cyclicnh4 F4 15 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 43 10
katsuran5 classical 8 perturbation 0.10 0.08 0.07 0.00 0.01 13 168 5 31 18
cyclicnh6 classical 21 static 2.43 0.00 0.00 0.19 2.18 99 3502 15 389 290
cyclicnh6 F4 13 caboara-perry 3.34 2.68 1.06 0.03 0.60 43 2112 12 899 92
katsuran4 F4 12 static 0.01 0.00 0.00 0.00 0.00 7 49 4 44 6
katsuranh4 F4 16 caboara-perry 0.05 0.04 0.03 0.00 0.00 9 65 5 66 9
katsuranh5 F4 9 static 0.03 0.00 0.00 0.00 0.02 13 168 5 140 22
cyclicn5 classical 18 perturbation 0.34 0.21 0.19 0.02 0.08 20 232 8 113 75
cyclicnh6 F4 16 static 0.78 0.00 0.00 0.26 0.45 99 3502 15 1344 386
katsuranh6 classical 10 static 0.13 0.00 0.00 0.01 0.10 22 528 6 70 48
katsuranh5 F4 12 caboara-perry 0.18 0.15 0.11 0.01 0.02 13 169 5 155 21
cyclicn5 classical 22 perturbation 0.25 0.13 0.12 0.02 0.08 20 232 8 113 75
cyclicn5 F4 12 caboara-perry 0.48 0.36 0.29 0.04 0.07 12 114 15 571 69
cyclicn6 classical 26 static 2.19 0.00 0.00 0.16 1.98 45 1135 9 354 255
katsuran4 classical 28 static 0.01 0.00 0.00 0.00 0.00 7 49 4 12 5
cyclicnh4 F4 27 static 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh5 classical 3 perturbation 0.18 0.13 0.12 0.01 0.03 12 171 7 38 17
katsuranh5 classical 16 perturbation 0.12 0.09 0.08 0.00 0.01 13 168 5 31 18
cyclicnh5 classical 9 static 0.11 0.00 0.00 0.02 0.08 38 538 13 113 75
katsuran5 classical 0 perturbation 0.10 0.07 0.07 0.00 0.02 13 168 5 31 18
cyclicnh6 classical 18 caboara-perry 1.30 0.64 0.39 0.06 0.56 48 2580 14 153 105
